;比奇大地图
;丛林迷宫小地图
丛林迷宫,93,17,白日门勇士,$7BBDCE,1

;苍月岛大地图
苍月岛,144,320,苍月岛,$33FFFF,0
苍月岛,547,129,骨魔洞,$7BBDCE,0
苍月岛,656,461,牛魔寺庙,$7BBDCE,0
苍月岛,527,612,尸魔洞,$7BBDCE,0

;苍月岛小地图
苍月岛,136,314,杂货店,$7BBDCE,1
苍月岛,127,307,武器店,$7BBDCE,1
苍月岛,147,328,服装店,$7BBDCE,1
苍月岛,148,352,药店,$7BBDCE,1
苍月岛,155,298,书店,$7BBDCE,1
苍月岛,126,331,仓库,$7BBDCE,1
苍月岛,155,339,首饰店,$7BBDCE,1
苍月岛,126,345,英雄之门,$7BBDCE,1

;魔龙城大地图
魔龙城,461,68,魔龙西郊,$7BBDCE,0
魔龙城,471,377,魔龙东郊,$7BBDCE,0
魔龙城,118,145,魔龙城,$33FFFF,0

;魔龙城小地图
魔龙城,139,154,杂货店,$7BBDCE,1
魔龙城,105,137,武器店,$7BBDCE,1
魔龙城,109,163,服装店,$7BBDCE,1
魔龙城,128,142,药店,$7BBDCE,1
魔龙城,95,156,仓库,$7BBDCE,1
魔龙城,113,127,首饰店,$7BBDCE,1
魔龙城,130,165,英雄之门,$7BBDCE,1

;英雄圣地大地图
英雄圣地,38,58,34级以下,$7BBDCE,0
英雄圣地,53,73,43级以下,$7BBDCE,0
英雄圣地,53,49,50级以下,$7BBDCE,0
英雄圣地,62,58,60级以下,$7BBDCE,0
英雄圣地,66,44,50级以上,$7BBDCE,0

;英雄圣地小地图
英雄圣地,38,58,34级以下,$7BBDCE,1
英雄圣地,53,73,43级以下,$7BBDCE,1
英雄圣地,53,49,50级以下,$7BBDCE,1
英雄圣地,62,58,60级以下,$7BBDCE,1
英雄圣地,66,44,50级以上,$7BBDCE,1

;静之雪崖大地图
静之雪崖,15,50,静之冰窟,$7BBDCE,0
静之雪崖,215,193,关卡任务,$7BBDCE,0

;静之雪崖小地图
静之雪崖,15,50,静之冰窟,$7BBDCE,1
静之雪崖,215,193,关卡任务,$7BBDCE,1

;静之冰窟大地图
静之冰窟,209,102,静之雪崖,$7BBDCE,0

;静之冰窟小地图
静之冰窟,209,102,静之雪崖,$7BBDCE,1

;静之冰谷大地图
静之冰谷,36,17,初级怒之冰谷西,$7BBDCE,0
静之冰谷,166,167,初级怒之冰谷东,$7BBDCE,0
静之冰谷,36,167,初级怒之冰谷南,$7BBDCE,0
静之冰谷,166,17,初级怒之冰谷北,$7BBDCE,0
静之冰谷,100,156,关卡任务,$7BBDCE,0

;静之冰谷小地图
静之冰谷,36,17,初级怒之冰谷西,$7BBDCE,1
静之冰谷,166,167,初级怒之冰谷东,$7BBDCE,1
静之冰谷,36,167,初级怒之冰谷南,$7BBDCE,1
静之冰谷,166,17,初级怒之冰谷北,$7BBDCE,1
静之冰谷,100,156,关卡任务,$7BBDCE,1

;静之寒岭大地图
静之寒岭,36,17,初级怒之寒岭,$7BBDCE,0
静之寒岭,166,167,中级怒之寒岭,$7BBDCE,0
静之寒岭,36,167,顶级怒之寒岭,$7BBDCE,0
静之寒岭,166,17,高级怒之寒岭,$7BBDCE,0
静之寒岭,100,156,关卡任务,$7BBDCE,0

;静之寒岭小地图
静之寒岭,36,17,初级怒之寒岭,$7BBDCE,1
静之寒岭,166,167,中级怒之寒岭,$7BBDCE,1
静之寒岭,36,167,顶级怒之寒岭,$7BBDCE,1
静之寒岭,166,17,高级怒之寒岭,$7BBDCE,1
静之寒岭,100,156,关卡任务,$7BBDCE,1

;静之雪原大地图
静之雪原,36,17,初级怒之雪原,$7BBDCE,0
静之雪原,166,167,中级怒之雪原,$7BBDCE,0
静之雪原,36,167,顶级怒之雪原,$7BBDCE,0
静之雪原,166,17,高级怒之雪原,$7BBDCE,0
静之雪原,100,156,关卡任务,$7BBDCE,0

;静之雪原小地图
静之雪原,36,17,初级怒之雪原,$7BBDCE,1
静之雪原,166,167,中级怒之雪原,$7BBDCE,1
静之雪原,36,167,顶级怒之雪原,$7BBDCE,1
静之雪原,166,17,高级怒之雪原,$7BBDCE,1
静之雪原,100,156,关卡任务,$7BBDCE,1

;静之寒冰王座大地图
静之寒冰王座,24,73,初级怒之王座,$7BBDCE,0
静之寒冰王座,194,174,高级怒之王座,$7BBDCE,0
静之寒冰王座,167,214,初级怒之王座,$7BBDCE,0
静之寒冰王座,61,34,高级怒之王座,$7BBDCE,0
静之寒冰王座,63,155,初级怒之王座,$7BBDCE,0
静之寒冰王座,173,114,高级怒之王座,$7BBDCE,0
静之寒冰王座,95,185,初级怒之王座,$7BBDCE,0
静之寒冰王座,137,78,高级怒之王座,$7BBDCE,0
静之寒冰王座,156,150,关卡任务,$7BBDCE,0

;静之寒冰王座小地图
静之寒冰王座,39,71,初级怒之王座,$7BBDCE,1
静之寒冰王座,204,193,高级怒之王座,$7BBDCE,1
静之寒冰王座,167,214,初级怒之王座,$7BBDCE,1
静之寒冰王座,61,34,高级怒之王座,$7BBDCE,1
静之寒冰王座,63,155,初级怒之王座,$7BBDCE,1
静之寒冰王座,173,114,高级怒之王座,$7BBDCE,1
静之寒冰王座,95,185,初级怒之王座,$7BBDCE,1
静之寒冰王座,137,78,高级怒之王座,$7BBDCE,1
静之寒冰王座,156,150,关卡任务,$7BBDCE,1

;幻境大地图
幻境,114,126,地利据点,$7BBDCE,0
幻境,179,205,人和据点,$7BBDCE,0
幻境,210,237,天时据点,$7BBDCE,0
幻境,200,268,攻方大本营,$7BBDCE,0
幻境,50,50,幻境安全区,$7BBDCE,0

;幻境小地图
幻境,114,126,地利据点,$7BBDCE,1
幻境,179,205,人和据点,$7BBDCE,1
幻境,210,237,天时据点,$7BBDCE,1
幻境,200,268,攻方大本营,$7BBDCE,1
幻境,50,50,幻境安全区,$7BBDCE,1

;狐月山大地图
狐月山,47,88,安全区,$7BBDCE,0
狐月山,104,290,入口,$7BBDCE,0
狐月山,223,305,神殿,$7BBDCE,0

;狐月山小地图
狐月山,47,88,安全区,$7BBDCE,1
狐月山,104,290,入口,$7BBDCE,1
狐月山,223,305,神殿,$7BBDCE,1


;狐月密道大地图
狐月密道,116,21,盟重,$7BBDCE,0
狐月密道,274,127,狐月山,$7BBDCE,0

;狐月密道小地图
狐月密道,116,21,盟重,$7BBDCE,1
狐月密道,274,127,狐月山,$7BBDCE,1

;朱火阵小地图
朱火阵,40,41,易老顽童,$7BBDCE,1
